yearmon,estacion,min,max,prec,ecoreg,ecoregion,geometry
2014-04,SAUCE VIEJO,14.5566666666667,24.2533333333333,164.5,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-05,SAUCE VIEJO,12.1387096774194,20.6322580645161,61.8,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-06,SAUCE VIEJO,8.17333333333333,18.3533333333333,10,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-07,SAUCE VIEJO,8.8,18.7548387096774,85.4,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-08,SAUCE VIEJO,9.75806451612903,22.2935483870968,0,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-09,SAUCE VIEJO,12.5566666666667,23.1233333333333,86,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-10,SAUCE VIEJO,16.8741935483871,27.4935483870968,64,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-11,SAUCE VIEJO,16.4466666666667,28.6666666666667,108,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2014-12,SAUCE VIEJO,17.9806451612903,29.5677419354839,135,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-01,SAUCE VIEJO,20.3322580645161,31.2193548387097,143.8,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-02,SAUCE VIEJO,20.0142857142857,30.3178571428571,175,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-03,SAUCE VIEJO,18.558064516129,28.7935483870968,160,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-04,SAUCE VIEJO,15.29,27.99,29.6,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-05,SAUCE VIEJO,12.9870967741935,23.2967741935484,21.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-06,SAUCE VIEJO,9.41333333333333,21.0633333333333,77,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-07,SAUCE VIEJO,7.45806451612903,19.7709677419355,41,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-08,SAUCE VIEJO,12.4064516129032,21.3774193548387,115.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-09,SAUCE VIEJO,10.4433333333333,21.88,11.5,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-10,SAUCE VIEJO,13.1064516129032,23.5096774193548,99,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-11,SAUCE VIEJO,16.31,26.89,138.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2015-12,SAUCE VIEJO,20.1096774193548,30.2774193548387,138.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-01,SAUCE VIEJO,22.2967741935484,32.8032258064516,80,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-02,SAUCE VIEJO,21.3241379310345,31.4724137931035,302,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-03,SAUCE VIEJO,16.6193548387097,26.7838709677419,91,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-04,SAUCE VIEJO,15.86,22.5566666666667,353.8,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-05,SAUCE VIEJO,10.658064516129,17.8225806451613,9.5,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-06,SAUCE VIEJO,5.10666666666667,16.1533333333333,31,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-07,SAUCE VIEJO,7.41612903225806,15.4806451612903,25,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-08,SAUCE VIEJO,8.4741935483871,21.1774193548387,5,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-09,SAUCE VIEJO,9.40666666666667,22.7933333333333,34.4,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-10,SAUCE VIEJO,14.1677419354839,24.1032258064516,193.5,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-11,SAUCE VIEJO,15.5433333333333,27.9066666666667,146.9,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2016-12,SAUCE VIEJO,18.7064516129032,30.7806451612903,243.3,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-01,SAUCE VIEJO,21.041935483871,31.2516129032258,207,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-02,SAUCE VIEJO,20.1321428571429,30.0964285714286,133.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-03,SAUCE VIEJO,17.7516129032258,28.0677419354839,73.3,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-04,SAUCE VIEJO,13.4466666666667,24.28,137.9,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-05,SAUCE VIEJO,12.6193548387097,20.5032258064516,71.3,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-06,SAUCE VIEJO,8.85333333333333,19.26,16.4,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-07,SAUCE VIEJO,10.1774193548387,19.1548387096774,25.8,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-08,SAUCE VIEJO,10.5225806451613,20.9161290322581,93.7,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-09,SAUCE VIEJO,12.2033333333333,22.3066666666667,114,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-10,SAUCE VIEJO,13.4032258064516,24.2258064516129,90,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-11,SAUCE VIEJO,15.1433333333333,28.32,89,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2017-12,SAUCE VIEJO,18.958064516129,31.8451612903226,111.2,Espinal,Espinal,"c(706918.746108169, -3509256.0135134)"
2009-01,LAS ROSAS (EMC),31.3064516129032,15.5645161290323,75,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-01,MONTES DE OCA,16.3966666666667,30.69,117.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-02,LAS ROSAS (EMC),29.4464285714286,16.1964285714286,227,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-02,MONTES DE OCA,16.1392857142857,28.2678571428571,210,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-03,LAS ROSAS (EMC),30.5161290322581,15.4516129032258,119,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-03,MONTES DE OCA,15.9935483870968,29.1806451612903,130.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-04,LAS ROSAS (EMC),27.8833333333333,12.3166666666667,47,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-04,MONTES DE OCA,12.7133333333333,26.71,62,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-05,LAS ROSAS (EMC),23.4677419354839,8.38709677419355,9,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-05,MONTES DE OCA,8.90967741935484,21.6129032258065,17.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-06,LAS ROSAS (EMC),18.5333333333333,2.28333333333333,0,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-06,MONTES DE OCA,2.84333333333333,17.1966666666667,0,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-07,LAS ROSAS (EMC),17.4354838709677,1.25806451612903,41,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-07,MONTES DE OCA,1.7,15.7193548387097,25.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-08,LAS ROSAS (EMC),23.5322580645161,7.12903225806452,1,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-08,MONTES DE OCA,6.03548387096774,21.9903225806452,0,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-09,LAS ROSAS (EMC),19.15,5.9,112,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-09,MONTES DE OCA,5.8,18.0166666666667,104.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-10,LAS ROSAS (EMC),26.758064516129,10.7258064516129,72,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-10,MONTES DE OCA,9.96774193548387,25.6483870967742,37.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-11,LAS ROSAS (EMC),29.15,15.7166666666667,82,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-11,MONTES DE OCA,15.2066666666667,27.7833333333333,130.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2009-12,LAS ROSAS (EMC),28.8064516129032,16.9354838709677,248,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2009-12,MONTES DE OCA,15.9064516129032,26.9129032258065,194.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-01,LAS ROSAS (EMC),31.1774193548387,17.6290322580645,129,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-01,MONTES DE OCA,17.8741935483871,30.1258064516129,88.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-02,LAS ROSAS (EMC),29.1964285714286,18.8392857142857,209,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-02,MONTES DE OCA,18.1,28.2107142857143,146.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-03,LAS ROSAS (EMC),30.5161290322581,15.5322580645161,160,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-03,MONTES DE OCA,16.2451612903226,29.8870967741936,47.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-04,LAS ROSAS (EMC),24.0333333333333,10.1833333333333,67,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-04,MONTES DE OCA,10.2733333333333,22.79,48.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-05,LAS ROSAS (EMC),20.241935483871,7.32258064516129,48,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-05,MONTES DE OCA,7.66774193548387,19.058064516129,45.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-06,LAS ROSAS (EMC),17.3,4.85,0,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-06,MONTES DE OCA,4.63333333333333,16.0333333333333,10.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-07,LAS ROSAS (EMC),17.4516129032258,2.24193548387097,7,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-07,MONTES DE OCA,2.7741935483871,15.7838709677419,0.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-08,LAS ROSAS (EMC),18.1451612903226,3.11290322580645,3,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-08,MONTES DE OCA,3.76774193548387,17.1451612903226,4.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-09,LAS ROSAS (EMC),21.6,7.68333333333333,60,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-09,MONTES DE OCA,7.6,20.14,90.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-10,LAS ROSAS (EMC),24.5967741935484,9.11290322580645,36,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-10,MONTES DE OCA,8.89032258064516,23.1903225806452,38.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-11,LAS ROSAS (EMC),30.05,12.5666666666667,27,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-11,MONTES DE OCA,13.01,28.66,32.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2010-12,LAS ROSAS (EMC),32.258064516129,16.0322580645161,104,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2010-12,MONTES DE OCA,16.0774193548387,30.941935483871,131.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-01,LAS ROSAS (EMC),33.3387096774194,17.5483870967742,114,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-01,MONTES DE OCA,17.4483870967742,31.6290322580645,114,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-02,LAS ROSAS (EMC),29.3571428571429,15.7321428571429,154,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-02,MONTES DE OCA,16.5714285714286,28.5464285714286,78,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-03,LAS ROSAS (EMC),29.5483870967742,12.4032258064516,86,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-03,MONTES DE OCA,13.8612903225806,28.4612903225806,79.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-04,LAS ROSAS (EMC),25.7166666666667,10.7,128,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-04,MONTES DE OCA,11.1566666666667,24.5333333333333,113.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-05,LAS ROSAS (EMC),20.1129032258065,7.33870967741936,100,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-05,MONTES DE OCA,7.58064516129032,18.9548387096774,112.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-06,LAS ROSAS (EMC),16.3666666666667,5.36666666666667,12,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-06,MONTES DE OCA,4.57333333333333,14.44,16.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-07,LAS ROSAS (EMC),17.6612903225806,3.25806451612903,1,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-07,MONTES DE OCA,2.70322580645161,16.2354838709677,4.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-08,LAS ROSAS (EMC),18.3064516129032,3.46774193548387,11,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-08,MONTES DE OCA,3.69677419354839,16.2064516129032,16.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-09,LAS ROSAS (EMC),24.7833333333333,7.48333333333333,12,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-09,MONTES DE OCA,8.14666666666667,23.6233333333333,21.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-10,LAS ROSAS (EMC),23.9516129032258,10.3870967741935,124,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-10,MONTES DE OCA,10.5677419354839,22.7516129032258,128.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-11,LAS ROSAS - EEA OLIVEROS,25.4,13.1,0,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2011-11,LAS ROSAS (EMC),30.8833333333333,15.1833333333333,76,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-11,MONTES DE OCA,14.9933333333333,29.2566666666667,72.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2011-12,LAS ROSAS - EEA OLIVEROS,33.1483870967742,14.3161290322581,9,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2011-12,LAS ROSAS (EMC),32.8064516129032,14.8709677419355,7,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2011-12,MONTES DE OCA,15.5064516129032,30.9709677419355,9.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-01,LAS ROSAS - EEA OLIVEROS,34.4193548387097,16.4322580645161,139.90002,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-01,LAS ROSAS (EMC),33.8064516129032,16.8709677419355,138,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-01,MONTES DE OCA,17.3935483870968,32.3161290322581,96,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-02,LAS ROSAS - EEA OLIVEROS,31.5758620689655,18.151724137931,202.70001,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-02,LAS ROSAS (EMC),30.6379310344828,18.051724137931,200,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-02,MONTES DE OCA,17.5241379310345,30.1413793103448,207.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-03,LAS ROSAS - EEA OLIVEROS,29.9032258064516,14.4161290322581,182.10008,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-03,LAS ROSAS (EMC),28.5967741935484,14.2741935483871,175,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-03,MONTES DE OCA,14.7032258064516,28.2354838709677,117.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-04,LAS ROSAS - EEA OLIVEROS,26.28,11.5833333333333,41.200001,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-04,LAS ROSAS (EMC),25.4166666666667,11.5833333333333,40.5,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-04,MONTES DE OCA,12.0666666666667,24.1966666666667,25.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-05,LAS ROSAS - EEA OLIVEROS,23.5258064516129,10.458064516129,60.9,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-05,LAS ROSAS (EMC),22.3870967741936,10.5645161290323,56,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-05,MONTES DE OCA,10.1,21.2903225806452,112,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-06,LAS ROSAS - EEA OLIVEROS,19.09,4.54,7.4,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-06,LAS ROSAS (EMC),18.5,5.31666666666667,6,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-06,MONTES DE OCA,4.46666666666667,17.04,5.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-07,LAS ROSAS - EEA OLIVEROS,17.7321428571429,0.328571428571429,1.2,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-07,LAS ROSAS (EMC),17.0741935483871,0.338709677419355,1,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-07,MONTES DE OCA,1.69354838709677,15.9387096774194,7.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-08,LAS ROSAS - EEA OLIVEROS,19.4692307692308,7.78076923076923,127.599982,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-08,LAS ROSAS (EMC),18.741935483871,7.66129032258065,128,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-08,MONTES DE OCA,6.26129032258065,17.841935483871,115.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-09,LAS ROSAS - EEA OLIVEROS,24.5058823529412,10.3705882352941,99.599991,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-09,LAS ROSAS (EMC),22.05,9.51666666666667,110,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-09,MONTES DE OCA,9.12,21.4866666666667,108,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-10,LAS ROSAS - EEA OLIVEROS,24.8225806451613,12.8741935483871,226.09996,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-10,LAS ROSAS (EMC),24.1290322580645,12.9354838709677,229,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-10,MONTES DE OCA,12.3870967741936,23.0290322580645,255.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-11,LAS ROSAS - EEA OLIVEROS,31.424,15.328,67.6,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-11,LAS ROSAS (EMC),29.9,15.0966666666667,94,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-11,MONTES DE OCA,15.24,28.45,92.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2012-12,LAS ROSAS - EEA OLIVEROS,31.7709677419355,17.1129032258065,146.5,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2012-12,LAS ROSAS (EMC),31.0483870967742,17.1290322580645,161,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2012-12,MONTES DE OCA,16.3870967741935,29.5612903225807,296.4,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-01,LAS ROSAS - EEA OLIVEROS,33.4387096774194,16.4258064516129,18,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-01,LAS ROSAS (EMC),33.3064516129032,16.9516129032258,17,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-01,MONTES DE OCA,17.1774193548387,31.2612903225807,29.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-02,LAS ROSAS - EEA OLIVEROS,30.7357142857143,16.1464285714286,71,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-02,LAS ROSAS (EMC),29.8214285714286,15.8571428571429,87,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-02,MONTES DE OCA,16.2928571428571,28.8428571428571,76.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-03,LAS ROSAS - EEA OLIVEROS,27.5354838709677,12.3677419354839,129.5,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-03,LAS ROSAS (EMC),26.741935483871,12.2741935483871,146,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-03,MONTES DE OCA,12.9741935483871,25.8225806451613,129.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-04,LAS ROSAS - EEA OLIVEROS,27.42,10.3566666666667,25.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-04,LAS ROSAS (EMC),26.4,10.8666666666667,27,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-04,MONTES DE OCA,11.5133333333333,24.64,111.2,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-05,LAS ROSAS - EEA OLIVEROS,22.3612903225806,7.5,74.25,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-05,LAS ROSAS (EMC),21.3225806451613,7.29032258064516,71,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-05,MONTES DE OCA,7.69354838709677,20.0387096774194,61.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-06,LAS ROSAS - EEA OLIVEROS,20.1966666666667,4.85,16.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-06,LAS ROSAS (EMC),19.1333333333333,5.5,16,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-06,MONTES DE OCA,4.81666666666667,18.0466666666667,21.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-07,LAS ROSAS - EEA OLIVEROS,18.7935483870968,4.70967741935484,5.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-07,LAS ROSAS (EMC),17.8225806451613,5.46774193548387,4,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-07,MONTES DE OCA,4.83548387096774,16.5870967741935,6.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-08,LAS ROSAS - EEA OLIVEROS,20.9967741935484,2.08709677419355,0.25,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-08,LAS ROSAS (EMC),19.9677419354839,2.56451612903226,0,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-08,MONTES DE OCA,3.30967741935484,18.8193548387097,1.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-09,LAS ROSAS - EEA OLIVEROS,23.548275862069,6.98965517241379,20.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-09,LAS ROSAS (EMC),22.6833333333333,7.21666666666667,19,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-09,MONTES DE OCA,6.97666666666667,21.0433333333333,28.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-10,LAS ROSAS - EEA OLIVEROS,29.1258064516129,11.7096774193548,205,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-10,LAS ROSAS (EMC),28.4838709677419,12.0645161290323,254,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-10,MONTES DE OCA,12.3645161290323,27.1516129032258,82.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-11,LAS ROSAS - EEA OLIVEROS,29.81,15.1433333333333,137.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-11,LAS ROSAS (EMC),29.0166666666667,14.9833333333333,138,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-11,MONTES DE OCA,14.8533333333333,28.0733333333333,264,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2013-12,LAS ROSAS - EEA OLIVEROS,35.6064516129032,18.6903225806452,86.5,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2013-12,LAS ROSAS (EMC),34.7741935483871,19.1451612903226,97,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2013-12,MONTES DE OCA,19.1548387096774,33.8,76.8,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2014-01,LAS ROSAS - EEA OLIVEROS,34.041935483871,18.358064516129,63.25,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2014-01,LAS ROSAS (EMC),32.9193548387097,18.4838709677419,67,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2014-01,MONTES DE OCA,18.2387096774194,31.5935483870968,91.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2014-02,LAS ROSAS - EEA OLIVEROS,28.7392857142857,17.6678571428571,185,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2014-02,LAS ROSAS (EMC),27.4642857142857,17.0357142857143,202,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2014-02,MONTES DE OCA,17.2678571428571,26.5928571428571,171.6,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2014-03,LAS ROSAS - EEA OLIVEROS,27.3774193548387,12.0806451612903,151.75,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2014-03,LAS ROSAS (EMC),24.8666666666667,11.6333333333333,119,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
2014-03,MONTES DE OCA,12.8193548387097,25.4,154,Humid Pampas,Pampa,"c(615642.512288631, -3604065.99785854)"
2014-04,LAS ROSAS - EEA OLIVEROS,25.5566666666667,12.1166666666667,110.25,Humid Pampas,Pampa,"c(634353.821708151, -3595651.31434557)"
2014-04,LAS ROSAS (EMC),21.3733333333333,9.32666666666667,29,Humid Pampas,Pampa,"c(634368.685845652, -3594542.65737433)"
